,0
1891,0
1892,0.6
1893,0.9
1894,0
1895,0.6
1896,0.6
1897,0.3
1898,0.3
1899,0.3
1900,0.3
1901,0.9
1902,0.6
1903,0
1904,0.3
1905,0.3
1906,0.3
1907,0
1908,0
1909,0.9
1910,1.2
1911,0.3
1912,0.9
1913,0.9
1914,0.9
1915,0.3
1916,0.3
1917,0.9
1918,0.6
1919,0.6
1920,0
1921,0.6
1922,0.9
1923,0.6
1924,0.9
1925,0.9
1926,0.3
1927,0
1928,0.6
1929,0.3
1930,0.3
1931,1.2
1932,0.9
1933,0.9
1934,0.3
1935,0.6
1936,0.3
1937,0.3
1938,0.6
1939,0
1940,0.9
1941,0.9
1942,0
1943,0.3
1944,0.6
1945,0.6
1946,0.9
1947,0.6
1948,0.6
1949,0.9
1950,0.9
1951,0.3
1952,0.3
1953,0.3
1954,0.9
1955,0.3
1956,0.6
1957,0.9
1958,0.9
1959,0
1960,0
1961,0.3
1962,0.9
1963,0
1964,0.6
1965,0.6
1966,0.6
1967,0.6
1968,0
1969,0.3
1970,0
1971,0.3
1972,0.9
1973,0.3
1974,0.3
1975,0
1976,1.2
1977,1.2
1978,0.3
1979,0.6
1980,0
1981,0.9
1982,0
1983,0.3
1984,0
1985,0
1986,0.9
1987,0.9
1988,0
1989,0.6
1990,0.9
1991,0.6
1992,0
1993,0
1994,0.9
1995,0
1996,0.6
1997,0
1998,0
1999,1.2
2000,0.6
2001,0.3
2002,1.2
2003,0
2004,0.3
2005,0.6
2006,0.9
2007,0.9
2008,1.2
2009,0
2010,0.9
2011,0
2012,0.6
2013,0.3
2014,1.2
2015,0.6
2016,0.3
2017,0.3
2018,0.3
2019,0.3
2020,0.6
2021,0.6
2022,0.9
2023,0
2024,0.3
2025,0.6
2026,0.3
2027,0.9
2028,0.3
2029,0.3
2030,0.3
2031,0
2032,0.6
2033,0.6
2034,0.9
2035,0.6
2036,0.3
2037,0.6
2038,0.9
2039,0
2040,0.6
2041,0.6
2042,0.3
2043,0.6
2044,0.6
2045,0.9
2046,0.9
2047,0.9
2048,0.3
2049,0.9
2050,0.3
2051,0.3
2052,0.3
2053,0.9
2054,0.6
2055,0.9
2056,0
2057,0.9
2058,1.2
2059,0.3
2060,0.9
2061,0.9
2062,0.3
2063,0
2064,0.6
2065,0.6
2066,0.3
2067,0.6
2068,0.6
2069,0
2070,1.2
2071,0.6
2072,0
2073,0
2074,0.6
2075,0.3
2076,0.6
2077,0.6
2078,0.3
2079,0.3
2080,0.9
2081,0.6
2082,0.6
2083,0.6
2084,0.9
2085,1.2
2086,0.6
2087,0.6
2088,0.3
2089,0
2090,0
2091,0.6
2092,0
2093,0.6
2094,0.3
2095,0.3
2096,0.3
2097,0.9
2098,0.9
2099,0.3
2100,0.3
2101,0.9
2102,0.3
2103,0.3
2104,0.3
2105,0.3
2106,0.3
2107,0.9
2108,0.6
2109,0.3
2110,0
2111,0.6
2112,0.9
2113,0.3
2114,0.6
2115,0
2116,0
2117,0.9
2118,0.9
2119,0.6
2120,0.9
2121,0.3
2122,0.9
2123,0.3
2124,0
2125,0.6
2126,0.9
2127,0
2128,0.6
2129,0.9
2130,0.9
2131,0.3
2132,0.6
2133,0.3
2134,0.3
2135,1.2
2136,0.6
2137,0.6
2138,0.9
2139,0.3
2140,0
2141,0
2142,0
2143,0.9
2144,0.6
2145,0.9
2146,0.3
2147,0.3
2148,0
2149,0.3
2150,0.3
2151,0.3
2152,0
2153,0
2154,0.6
2155,0.6
2156,0.6
2157,1.2
2158,0.6
2159,0.9
2160,0.6
2161,0.9
2162,0
2163,0.9
2164,0.9
2165,0
2166,0.6
2167,0.3
2168,0.3
2169,0.9
2170,0
2171,1.2
2172,0.9
2173,0.6
2174,0.6
2175,0.3
2176,0.6
2177,0.9
2178,0
2179,0.9
2180,0
2181,0.6
2182,0
2183,0.6
2184,0
2185,0.6
2186,0.3
2187,0.3
2188,0.6
2189,0.9
2190,0
2191,0.3
2192,0.6
2193,0.3
2194,0.9
2195,0.6
2196,0
2197,0.3
2198,0.6
2199,0
2200,0.3
2201,0.6
2202,1.2
2203,0.3
2204,0.6
2205,0.3
2206,0.9
2207,1.2
2208,0.6
2209,0
2210,0.3
2211,0.9
2212,0.6
2213,0.3
2214,0.6
2215,0.6
2216,0.6
2217,0.6
2218,0.6
2219,0.9
2220,0
2221,0.3
2222,0.3
2223,1.2
2224,0.3
2225,0.6
2226,0
2227,0.3
2228,0.9
2229,0.3
2230,0
2231,0
2232,1.2
2233,0
2234,0.9
2235,0
2236,0.9
2237,0.3
2238,0.9
2239,0.3
2240,0.3
2241,0.3
2242,0
2243,0.3
2244,0.9
2245,0.3
2246,0.9
2247,0.6
2248,0
2249,0
2250,0.3
2251,0.6
2252,0.3
2253,0.9
2254,0
2255,0.9
2256,0.6
2257,0.3
2258,0.3
2259,0.6
2260,0.6
2261,0.6
2262,0.3
2263,0.3
2264,1.2
